Time_s,Timestamp_ms,Target_RPM,RPM,Torque_raw_lb-ft,Torque_filt_lb-ft,HP_raw,HP_filt,LoadCell_mV,ADC_Load_mV,Pressure_mV,Brake_Pos,Brake_Pct,Brake_PSI,State,PID_P,PID_I,PID_Output,Fault_Bits,Spare_Aux_mV,Tach_Glitches,RPM_Estimated,RPM_Counted,RPM_Rev
0.0000,8468,0.0,0.0,0.339,7.786,0.00,0.00,783.4,783.4,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.0500,8518,0.0,0.0,0.339,7.786,0.00,0.00,783.4,783.4,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.1000,8568,0.0,0.0,0.361,7.786,0.00,0.00,782.5,782.5,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.1500,8618,0.0,0.0,0.361,7.786,0.00,0.00,782.5,782.5,502.9,0,0.0,1.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.2000,8668,0.0,0.0,0.361,7.786,0.00,0.00,782.5,782.5,502.9,0,0.0,1.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.2500,8718,0.0,0.0,0.538,7.786,0.00,0.00,781.9,781.9,502.9,0,0.0,1.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.3000,8768,0.0,0.0,0.538,7.786,0.00,0.00,781.9,781.9,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.3500,8818,0.0,0.0,0.538,7.786,0.00,0.00,781.9,781.9,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.4000,8868,0.0,0.0,0.251,7.786,0.00,0.00,762.5,762.5,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.4500,8918,0.0,0.0,0.251,7.786,0.00,0.00,762.5,762.5,503.1,0,0.0,1.6,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.5000,8968,0.0,0.0,0.251,7.786,0.00,0.00,762.5,762.5,503.1,0,0.0,1.6,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.5500,9018,0.0,0.0,0.059,7.786,0.00,0.00,764.1,764.1,503.1,0,0.0,1.6,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.6000,9068,0.0,0.0,0.059,7.786,0.00,0.00,764.1,764.1,503.1,0,0.0,1.6,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.6500,9118,0.0,0.0,0.059,7.786,0.00,0.00,764.1,764.1,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.7000,9168,0.0,0.0,0.059,7.786,0.00,0.00,764.1,764.1,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.7500,9218,0.0,0.0,0.059,7.786,0.00,0.00,770.3,770.3,503.0,0,0.0,1.5,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.8000,9268,0.0,0.0,0.059,7.786,0.00,0.00,770.3,770.3,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.8500,9318,0.0,0.0,0.059,7.786,0.00,0.00,770.3,770.3,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.9000,9368,0.0,0.0,0.081,7.786,0.00,0.00,771.6,771.6,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
0.9500,9418,0.0,0.0,0.081,7.786,0.00,0.00,771.6,771.6,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.0000,9468,0.0,0.0,0.081,7.786,0.00,0.00,771.6,771.6,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.0500,9518,0.0,0.0,0.302,7.786,0.00,0.00,780.3,780.3,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.1000,9568,0.0,0.0,0.302,7.786,0.00,0.00,780.3,780.3,500.8,0,0.0,0.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.1500,9618,0.0,0.0,0.302,7.786,0.00,0.00,780.3,780.3,500.8,0,0.0,0.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.2000,9668,0.0,0.0,0.111,7.786,0.00,0.00,777.5,777.5,500.8,0,0.0,0.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.2500,9718,0.0,0.0,0.111,7.786,0.00,0.00,777.5,777.5,500.8,0,0.0,0.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.3000,9768,0.0,0.0,0.111,7.786,0.00,0.00,777.5,777.5,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.3500,9818,0.0,0.0,0.111,7.786,0.00,0.00,777.5,777.5,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.4000,9868,0.0,0.0,-0.155,7.786,0.00,0.00,775.3,775.3,502.5,0,0.0,1.2,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.4500,9918,0.0,0.0,-0.155,7.786,0.00,0.00,775.3,775.3,502.1,0,0.0,1.1,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.5000,9968,0.0,0.0,-0.155,7.786,0.00,0.00,775.3,775.3,502.1,0,0.0,1.1,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.5500,10018,0.0,0.0,-0.339,7.786,0.00,0.00,775.0,775.0,502.1,0,0.0,1.1,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.6000,10068,0.0,0.0,-0.339,7.786,0.00,0.00,775.0,775.0,503.6,0,0.0,1.8,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.6500,10118,0.0,0.0,-0.339,7.786,0.00,0.00,775.0,775.0,503.6,0,0.0,1.8,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.7000,10168,0.0,0.0,-0.398,7.786,0.00,0.00,779.7,779.7,503.6,0,0.0,1.8,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.7500,10218,0.0,0.0,-0.398,7.786,0.00,0.00,779.7,779.7,503.4,0,0.0,1.7,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.8000,10268,0.0,0.0,-0.398,7.786,0.00,0.00,779.7,779.7,503.4,0,0.0,1.7,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.8500,10318,0.0,0.0,-0.391,7.786,0.00,0.00,782.2,782.2,503.4,0,0.0,1.7,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.9000,10368,0.0,0.0,-0.391,7.786,0.00,0.00,782.2,782.2,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
1.9500,10418,0.0,0.0,-0.391,7.786,0.00,0.00,782.2,782.2,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
2.0000,10468,0.0,0.0,-0.125,7.786,0.00,0.00,774.7,774.7,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
2.0500,10518,0.0,0.0,-0.125,7.786,0.00,0.00,774.7,774.7,502.0,0,0.0,1.0,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
2.1000,10568,0.0,0.0,-0.125,7.786,0.00,0.00,774.7,774.7,502.9,0,0.0,1.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
2.1500,10618,0.0,0.0,-0.125,7.786,0.00,0.00,774.7,774.7,502.9,0,0.0,1.4,IDLE,0.00,0.00,0.00,0,0.0,0,0,0.0,0.0
